PID,Title,PVID,Venue_Name,RelationshipType
749,Concern-driven development with jUCMNav,1,IEEE Conferences,PublishedIn
750,Facilitating transition from requirements to code with the ReDSeeDS tool,1,IEEE Conferences,PublishedIn
751,"Flexible, lightweight requirements modeling with Flexisketch",1,IEEE Conferences,PublishedIn
752,MbFM: A matrix-based tool for modeling and configuring feature models,1,IEEE Conferences,PublishedIn
753,ReCVisu: A tool for clustering-based visual exploration of requirements,1,IEEE Conferences,PublishedIn
754,Run-time model evaluation for requirements model-driven self-adaptation,1,IEEE Conferences,PublishedIn
755,STS-tool: Socio-technical Security Requirements through social commitments,1,IEEE Conferences,PublishedIn
756,The RE-Tools: A multi-notational requirements modeling toolkit,1,IEEE Conferences,PublishedIn
757,Tool support for combined rule-based and goal-based reasoning in Context-Aware systems,1,IEEE Conferences,PublishedIn
758,Business requirements analysis and development for legacy system replacement projects in government organizations,1,IEEE Conferences,PublishedIn
759,A Pattern-based approach for analysing requirements in socio-technical systems engineering,1,IEEE Conferences,PublishedIn
760,On the usage of context for requirements elicitation: End-user involvement in IT ecosystems,1,IEEE Conferences,PublishedIn
761,Model-based prioritization in business-process-driven software development,1,IEEE Conferences,PublishedIn
762,StakeCloud: Stakeholder requirements communication and resource identification in the cloud,1,IEEE Conferences,PublishedIn
763,In a ubiquitous world requirements are ubiquitous too,1,IEEE Conferences,PublishedIn
764,Evolving specifications formally,1,IEEE Conferences,PublishedIn
765,Finding incremental solutions for evolving requirements,1,IEEE Conferences,PublishedIn
766,Software requirements change taxonomy: Evaluation by case study,1,IEEE Conferences,PublishedIn
767,Requirements are slipping through the gaps — A case study on causes & effects of communication gaps in large-scale software development,1,IEEE Conferences,PublishedIn
768,How interaction between roles shapes the communication structure in requirements-driven collaboration,1,IEEE Conferences,PublishedIn
769,Integrating analysis of customers' processes into roadmapping: The value-creation perspective,1,IEEE Conferences,PublishedIn
770,Prioritization of quality requirements: State of practice in eleven companies,1,IEEE Conferences,PublishedIn
771,Simulating and optimising design decisions in quantitative goal models,1,IEEE Conferences,PublishedIn
772,Understanding clusters of optimal solutions in multi-objective decision problems,1,IEEE Conferences,PublishedIn
773,Logical structure extraction from software requirements documents,1,IEEE Conferences,PublishedIn
774,On human analyst performance in assisted requirements tracing: Statistical analysis,1,IEEE Conferences,PublishedIn
775,Out of the labyrinth: Leveraging other disciplines for requirements traceability,1,IEEE Conferences,PublishedIn
776,On the joint use of i∗ with other modelling frameworks: A vision paper,1,IEEE Conferences,PublishedIn
777,A context analysis method for embedded systems — Exploring a requirement boundary between a system and its context,1,IEEE Conferences,PublishedIn
778,Vacuous real-time requirements,1,IEEE Conferences,PublishedIn
779,Focusing spontaneous feedback to support system evolution,1,IEEE Conferences,PublishedIn
780,Structured and unobtrusive observation of anonymous users and their context for requirements elicitation,1,IEEE Conferences,PublishedIn
781,Power and politics in requirements engineering: A proposed research agenda,1,IEEE Conferences,PublishedIn
782,A legal cross-references taxonomy for identifying conflicting software requirements,1,IEEE Conferences,PublishedIn
783,Assessing the accuracy of legal implementation readiness decisions,1,IEEE Conferences,PublishedIn
784,Are your sites down? Requirements-driven self-tuning for the survivability of Web systems,1,IEEE Conferences,PublishedIn
785,Early failure prediction in feature request management systems,1,IEEE Conferences,PublishedIn
786,Risk and argument: A risk-based argumentation method for practical security,1,IEEE Conferences,PublishedIn
787,Challenges of requirements engineering — A case study in nuclear energy domain,1,IEEE Conferences,PublishedIn
788,Managing requirements uncertainty in engine control systems development,1,IEEE Conferences,PublishedIn
789,Disambiguation of industrial standards through formalization and graphical languages,1,IEEE Conferences,PublishedIn
790,Reconciling requirements and architectures with the CBSP approach in an iPhone app project,1,IEEE Conferences,PublishedIn
791,A means of establishing traceability based on a UML model in business application development,1,IEEE Conferences,PublishedIn
792,Requirements negotiation for multilayer system components,1,IEEE Conferences,PublishedIn
793,What are the day-to-day factors that are preventing business analysts from effective business analysis?,1,IEEE Conferences,PublishedIn
794,"There's never enough time: Doing requirements under resource constraints, and what requirements engineering can learn from agile development",1,IEEE Conferences,PublishedIn
795,How to assign cost to “avoidable requirements creep”: A step towards the waterfall's agilization,1,IEEE Conferences,PublishedIn
796,Semi-automatic identification of features in requirement specifications,1,IEEE Conferences,PublishedIn
797,Emotional requirements engineering,1,IEEE Conferences,PublishedIn
798,Large-scale feature evolution: Problems and solutions from the mobile domain,1,IEEE Conferences,PublishedIn
799,Ready-set-transfer! Technology transfer in the requirements engineering domain,1,IEEE Conferences,PublishedIn
800,Unknown knowns: Tacit knowledge in requirements engineering,1,IEEE Conferences,PublishedIn
801,Design requirements: Challenges and approaches,1,IEEE Conferences,PublishedIn
802,TraCter: A tool for candidate traceability link clustering,1,IEEE Conferences,PublishedIn
803,rΣ: Automated reasoning tool for non-functional requirement goal models,1,IEEE Conferences,PublishedIn
804,Eliciting usable security requirements with misusability cases,1,IEEE Conferences,PublishedIn
805,PABRE-Man: Management of a requirement patterns catalogue,1,IEEE Conferences,PublishedIn
806,Modelling adaptability and variability in requirements,1,IEEE Conferences,PublishedIn
807,Experience with content-based requirements engineering assessments,1,IEEE Conferences,PublishedIn
808,iRequire: Gathering end-user requirements for new apps,1,IEEE Conferences,PublishedIn
809,UML4PF — A tool for problem-oriented requirements analysis,1,IEEE Conferences,PublishedIn
810,OpenArgue: Supporting argumentation to evolve secure software systems,1,IEEE Conferences,PublishedIn
811,Applying preference-based customization,1,IEEE Conferences,PublishedIn
812,Run-time resolution of uncertainty,1,IEEE Conferences,PublishedIn
813,On the Effectiveness of Abstraction Identification in Requirements Engineering,1,IEEE Conferences,PublishedIn
814,An Experimental Comparison Regarding the Completeness of Functional Requirements Specifications,1,IEEE Conferences,PublishedIn
815,Extending Nocuous Ambiguity Analysis for Anaphora in Natural Language Requirements,1,IEEE Conferences,PublishedIn
816,Using Mobile RE Tools to Give End-Users Their Own Voice,1,IEEE Conferences,PublishedIn
817,A Method for Identifying Software Requirements Based on Policy Commitments,1,IEEE Conferences,PublishedIn
818,Requirements Engineering as Creative Problem Solving: A Research Agenda for Idea Finding,1,IEEE Conferences,PublishedIn
819,Using Business Goals to Inform a Software Architecture,1,IEEE Conferences,PublishedIn
820,Requirements Engineering Decisions in the Context of an Existing Architecture: A Case Study of a Prototypical Project,1,IEEE Conferences,PublishedIn
821,Making Sense of Product Requirements,1,IEEE Conferences,PublishedIn
822,Requirements-Aware Systems: A Research Agenda for RE for Self-adaptive Systems,1,IEEE Conferences,PublishedIn
823,Self-Tuning of Software Systems Through Goal-based Feedback Loop Control,1,IEEE Conferences,PublishedIn
824,Requirements Engineering for Adaptive Service Based Applications,1,IEEE Conferences,PublishedIn
825,"Techne: Towards a New Generation of Requirements Modeling Languages with Goals, Preferences, and Inconsistency Handling",1,IEEE Conferences,PublishedIn
826,Fuzzy Goals for Requirements-Driven Adaptation,1,IEEE Conferences,PublishedIn
827,Integrating Preferences into Goal Models for Requirements Engineering,1,IEEE Conferences,PublishedIn
828,Do We Know Enough about Requirements Prioritization in Agile Projects: Insights from a Case Study,1,IEEE Conferences,PublishedIn
829,Decision Support for Product Release Planning Based on Robustness Analysis,1,IEEE Conferences,PublishedIn
830,"Comparison of Requirements Hand-off, Analysis, and Negotiation: Case Study",1,IEEE Conferences,PublishedIn
831,An NFR Pattern Approach to Dealing with NFRs,1,IEEE Conferences,PublishedIn
832,Dealing with Non-Functional Requirements in Model-Driven Development,1,IEEE Conferences,PublishedIn
833,Risk-based Confidentiality Requirements Specification for Outsourced IT Systems,1,IEEE Conferences,PublishedIn
834,Application of Swarm Techniques to Requirements Engineering: Requirements Tracing,1,IEEE Conferences,PublishedIn
835,Effort and Quality of Recovering Requirements-to-Code Traces: Two Exploratory Experiments,1,IEEE Conferences,PublishedIn
836,Automated Requirements Traceability: The Study of Human Analysts,1,IEEE Conferences,PublishedIn
837,Using Integer Constraint Solving in Reuse Based Requirements Engineering,1,IEEE Conferences,PublishedIn
838,Domain Engineering with Event-B: Some Lessons We Learned,1,IEEE Conferences,PublishedIn
839,Dependability Arguments with Trusted Bases,1,IEEE Conferences,PublishedIn
840,"Big Ears (The Return of ""Easy Approach to Requirements Engineering"")",1,IEEE Conferences,PublishedIn
841,Persuading Software Development Teams to Document Inspections: Success Factors and Challenges in Practice,1,IEEE Conferences,PublishedIn
842,Transition to Agile Development - Rediscovery of Important Requirements Engineering Practices,1,IEEE Conferences,PublishedIn
