Institute_Name,IID
"Dept. of Computer Science, State University of Rio de Janeiro, Brazil; Dept. of Computer Science, State University of Rio de Janeiro, Brazil; Dept. of Computer Science, State University of Rio de Janeiro, Brazil; Systems Engineering and Computer Science - COPPE/UFRJ, Federal University of Rio de Janeiro, Brazil",594
"Institute of Science and Technology, Federal University of São Paulo, UNIFESP, São José dos Campos, Brazil; Institute of Science and Technology, Federal University of São Paulo, UNIFESP, São José dos Campos, Brazil",595
"Dept. of Computer and Information Science, Norwegian University of Science and technology, Trondheim, Norway; Corporate Research ABB, Oslo, Norway",596
"Design and Engineering, Mälardalen University, Västerås, Sweden; Design and Engineering, Mälardalen University, Västerås, Sweden; Design and Engineering, Mälardalen University, Västerås, Sweden; Advanced Technology and Research, Volvo Group, Göteborg, Sweden; Advanced Technology and Research, Volvo Group, Göteborg, Sweden; Swedish Radiation Safety Authority (SSM), Stockholm, Sweden",597
"Tata Research Development and Design Centre (TRDDC), Tata Consultancy Services, Pune, India; Tata Research Development and Design Centre (TRDDC), Tata Consultancy Services, Pune, India",598
"Mälardalen University, Västerås, Sweden; Scania, Södertälje, Sweden; Mälardalen University, Västerås, Sweden",599
"Department of Computer Science and Information Systems, Ireland Lero – The Irish Software Engineering Research Centre",600
"Department of Computer Science, University of Leicester, Leicester, UK",601
"Computer Systems Department, University of Castilla, Albacete, Spain",602
"Department of Computer Science and Engineering, Mississippi State University, Mississippi State, USA",603
"Faculty of Engineering and IT, University of Technology, Sydney",604
"School of Innovation, Mälardalen University, Västerås, Sweden",605
"Services, Cybersecurity and Safety Research Group, University of Twente, The Netherlands",606
"Faculty of Computer Science and Information Technology, Riga Technical University, Riga, Latvia",607
"Departamento de Informática, Pontificia Universidade Católica do Rio de Janeiro (PUC-Rio), Rio de Janeiro, RJ, Brazil",608
"Center of Excellence for Software and System Traceability Computer Science, University of Kentucky, Lexington, USA; Faculty of Engineering and Information Technology, University of Technology, Sydney, Australia",609
"City University London, UK",610
"Arup, USA",611
"EMC, Brazil; Siemens Chemtec, Brazil; Accenture, Brazil",612
"School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; Moritz College of Law, Ohio State University, Columbus, OH, USA",613
"Institute for Software Research, Carnegie Mellon University, Pittsburgh, USA; Institute for Software Research, Carnegie Mellon University, Pittsburgh, USA",614
"Department of Computer Science, North Carolina State University, Raleigh, NC, USA; School of Interactive Computing, Georgia Institute of Technology, Atlanta, GA, USA; Department of Computer Science, North Carolina State University, Raleigh, NC, USA",615
"Computer Science and Engineering, Mississippi State University, MS, USA; Computer Science and Engineering, Mississippi State University, MS, USA",616
"School of Computing, DePaul University, Chicago, IL, USA; School of Computing, DePaul University, Chicago, IL, USA; Siemens Corporate Technology, NJ, USA",617
"University of Kentucky, Lexington, KY, USA; University of Kentucky, Lexington, KY, USA",618
"DeepSE Research Group, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Italy; DeepSE Research Group, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Italy; DeepSE Research Group, Dipartimento di Elettronica e Informazione, Politecnico di Milano, Italy; Università dellInsubria, Varese, Italy",619
"Computer Science Department, University of Southern California, Los Angeles, CA, USA; Computer Science Department, University of Southern California, Los Angeles, CA, USA",620
"David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada; David R. Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada",621
"School of Computing and Communications, University of Lancaster, Lancaster, UK; School of Computing and Communications, University of Lancaster, Lancaster, UK",622
"University of Luxembourg, Luxembourg; PReCISE Research Centre, Namur, Belgium; PReCISE Research Centre, Namur, Belgium; Ozemantics Private Limited, Sydney, Australia",623
"Technische Universität München, Munich, Germany; University of Hamburg, Hamburg, Germany",624
"Laboratory for Internet Software Technologies, Institute of Software, University of Chinese Academy of Sciences, Beijing, China; Laboratory for Internet Software Technologies, Institute of Software, State Key Laboratory of Computer Science, University of Chinese Academy of Sciences, Beijing, China; Laboratory for Internet Software Technologies, Institute of Software, State Key Laboratory of Computer Science, University of Chinese Academy of Sciences, Beijing, China",625
"Engineering and Public Policy, Carnegie Mellon University, Pittsburgh, PA, USA; Institute for Software Research, Carnegie Mellon University, Pittsburgh, PA, USA",626
"University of Electro-Communications, Tokyo, Japan; University of Electro-Communications, Tokyo, Japan; National Institute of Informatics, Tokyo, Japan",627
"Institute for Software Research, University of California, Irvine, Irvine, CA, USA; Institute for Software Research, University of California, Irvine, Irvine, CA, USA",628
"Department of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, Netherlands; Department of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, Netherlands; Department of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, Netherlands; Department of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, Netherlands; Department of Electrical Engineering, Mathematics and Computer Science, University of Twente, Enschede, Netherlands",629
"Laboratory for Internet Software Technologies, Institute of Software, University of Chinese Academy of Sciences, Beijing, China; Laboratory for Internet Software Technologies, Institute of Software, University of Chinese Academy of Sciences, Beijing, China; Institute of Software Chinese Academy of Sciences, Beijing, CN; Laboratory for Internet Software Technologies, Institute of Software, University of Chinese Academy of Sciences, Beijing, China; School of Architecture, Computing and Engineering, University of East London, UK; Institute of Software Chinese Academy of Sciences, Beijing, CN",630
"Department of Software Systems, Ilmenau University of Technology, Ilmenau, Germany; Department of Software Systems, Ilmenau University of Technology, Ilmenau, Germany; Department of Software Systems, Ilmenau University of Technology, Ilmenau, Germany",631
"Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA; Department of Computer Science and Engineering, Mississippi State University, USA",632
"Software Engineering Institute, Pittsburgh, PA, USA",633
"Certus Centre for Software V&V, Simula Research Laboratory, Norway; Certus Centre for Software V&V, Simula Research Laboratory, Norway; Certus Centre for Software V&V, Simula Research Laboratory, Norway",634
"Department of Computing, City University London, UK",635
"University of Ottawa, Ottawa, Canada; McGill University, Montreal, Canada",636
"Munich, Germany",637
"Global Research and Development, Danfoss Power Electronics A/S, Grasten, Denmark; Technical University of Denmark, Copenhagen, Denmark; Glasgow Caledonian University, Glasgow, UK",638
"Certus V&V Centre, Simula Research Laboratory, University of Oslo, Oslo, Norway; Certus V&V Centre, Simula Research Laboratory, Oslo, Norway; Certus V&V Centre, Simula Research Laboratory, Oslo, Norway",639
"Institut für Informatik, Technische Universität München, Garching, Germany; BMW Group, Dimensioning Functions Driving Dynamics and Driver Assistance, München, Germany",640
"University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; University of Twente, Enschede, Netherlands; IRCCS Fondazione Salvatore Maugeri, Pavia, Italy",641
"David Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada; David Cheriton School of Computer Science, University of Waterloo, Waterloo, Canada",642
"Intel Corporation, USA",643
"NTT DATA Corporation, Tokyo, Japan; NTT DATA Corporation, Tokyo, Japan; NTT DATA Corporation, Tokyo, Japan; NTT DATA Corporation, Tokyo, Japan; Department of Software Engineering, Nanzan University, Seto, Japan",644
"QE Laboratory Business Services, University of Innsbruck, Innsbruck, Austria; Beer Test Consulting, Baden, Austria",645
"ARMS Project, College of Engineering, Design, Art and Technology, Makerere University, Kampala, Uganda; ARMS Project, College of Engineering, Design, Art and Technology, Makerere University, Kampala, Uganda; ARMS Project, College of Engineering, Design, Art and Technology, Makerere University, Kampala, Uganda; ARMS Project, College of Engineering, Design, Art and Technology, Makerere University, Kampala, Uganda; Uganda Police Force, Kampala, Uganda; Uganda Police Force, Kampala, Uganda",646
"School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; School of Computer and Communication Sciences, Ecole Polytechnique Fédérale de Lausanne, Lausanne, Switzerland; Credit Suisse AG, Zurich, Switzerland",647
"Accenture Technology Laboratories, Bangalore, India; Accenture Technology Laboratories, Bangalore, India; Accenture Technology Laboratories, Bangalore, India",648
"Business Systems and Cybernetics Center, Tata Consultancy Services Limited, Hyderabad, India; Business Systems and Cybernetics Center, Tata Consultancy Services Limited, Hyderabad, India",649
"Chair of Computer Science 5 (Information Systems & Databases), RWTH Aachen University, Aachen, Germany; Chair of Computer Science 5 (Information Systems & Databases), RWTH Aachen University, Aachen, Germany; Chair of Computer Science 5 (Information Systems & Databases), RWTH Aachen University, Aachen, Germany; Chair of Computer Science 5 (Information Systems & Databases), RWTH Aachen University, Aachen, Germany",650
